strComposition,energy_pa,volume_pa,magmom_pa,bandgap,delta_e,stability,composition,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,ElementFraction Exceptions,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,ElementProperty Exceptions
Cr1F3,-6.35303383875,10.4981,0.7499902,1.419,-2.9621299292,-0.21949262544,Cr1 F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,24.0,15.0,12.75,5.625,9.0,49.0,93.0,44.0,82.0,16.5,93.0,18.9984032,51.9961,32.9976968,27.2478274,12.3741363,18.9984032,53.5,2180.0,2126.5,585.125,797.4375,53.5,6.0,17.0,11.0,14.25,4.125,17.0,2.0,4.0,2.0,2.5,0.75,2.0,57.0,139.0,82.0,77.5,30.75,57.0,1.66,3.98,2.3200000000000003,3.4,0.8700000000000001,3.98,1.0,2.0,1.0,1.75,0.375,2.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,6.75,0.375,7.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.25,1.875,1.0,9.7075,11.19,1.4825,10.078125,0.5559375000000002,9.7075,0.0,1.97,1.97,1.4775,0.73875,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,229.0,214.0,68.5,80.25,15.0,
Cr1F4Na2,-5.31699559,11.8634,0.571614014286,1.165,-2.83058860401,0.0218118032509,Cr1 F4 Na2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,24.0,15.0,11.714285714285714,3.510204081632652,9.0,2.0,93.0,91.0,60.714285714285715,36.89795918367347,93.0,18.9984032,51.9961,32.9976968,24.85275019428571,7.755242801632652,18.9984032,53.5,2180.0,2126.5,447.9628571428571,494.86775510204086,53.5,1.0,17.0,16.0,10.857142857142858,7.020408163265306,17.0,2.0,4.0,2.0,2.5714285714285716,0.6530612244897959,2.0,57.0,166.0,109.0,99.85714285714286,48.9795918367347,57.0,0.93,3.98,3.05,2.7771428571428567,1.3746938775510205,3.98,1.0,2.0,1.0,1.5714285714285714,0.4897959183673469,2.0,0.0,5.0,5.0,2.857142857142857,2.4489795918367347,5.0,0.0,5.0,5.0,0.7142857142857143,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,5.142857142857143,2.3673469387755097,7.0,0.0,1.0,1.0,0.4285714285714285,0.4897959183673469,0.0,0.0,1.0,1.0,0.5714285714285714,0.4897959183673469,1.0,0.0,5.0,5.0,0.7142857142857143,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,1.7142857142857142,1.2244897959183674,1.0,9.7075,29.2433333333,19.5358333333,15.500952380942858,7.852789115632654,9.7075,0.0,1.97,1.97,1.1257142857142857,0.9648979591836736,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,229.0,214.0,106.71428571428572,104.81632653061224,15.0,
Cr1F5Mn1,-6.47945494143,12.2522,1.14297234286,0.822,-2.86136769569,-0.0118484876428,Cr1 F5 Mn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,25.0,16.0,13.428571428571429,6.326530612244897,9.0,49.0,93.0,44.0,80.85714285714286,17.346938775510203,93.0,18.9984032,54.938045,35.939641800000004,28.846594428571425,14.0688446122449,18.9984032,53.5,2180.0,2126.5,566.6428571428571,733.0612244897959,53.5,6.0,17.0,11.0,14.0,4.285714285714286,17.0,2.0,4.0,2.0,2.5714285714285716,0.816326530612245,2.0,57.0,139.0,82.0,80.42857142857143,33.46938775510204,57.0,1.55,3.98,2.4299999999999997,3.301428571428571,0.9693877551020408,3.98,1.0,2.0,1.0,1.8571428571428572,0.2448979591836734,2.0,0.0,5.0,5.0,3.5714285714285716,2.0408163265306123,5.0,0.0,5.0,5.0,1.4285714285714286,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,6.857142857142857,0.2448979591836737,7.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,1.0,1.0,0.7142857142857143,0.4081632653061224,1.0,0.0,5.0,5.0,1.4285714285714286,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.2857142857142856,1.836734693877551,1.0,9.7075,11.19,1.4825,10.030726600985714,0.4617522871224491,9.7075,0.0,1.97,1.97,1.407142857142857,0.8040816326530612,1.97,0.0,0.000310120689655,0.000310120689655,4.4302955665e-05,7.594792399714285e-05,0.0,15.0,229.0,214.0,74.42857142857143,84.89795918367346,15.0,
Cr1F6Mn1Na1,-5.75389713111,9.61837,0.889083792593,0.421,-2.65205727752,0.240121174718,Cr1 F6 Mn1 Na1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,25.0,16.0,12.666666666666666,5.259259259259259,9.0,2.0,93.0,91.0,73.44444444444444,26.074074074074076,93.0,18.9984032,54.938045,35.939641800000004,27.101592608888883,11.717991062716049,18.9984032,53.5,2180.0,2126.5,487.8744444444444,605.166913580247,53.5,1.0,17.0,16.0,12.88888888888889,5.481481481481481,17.0,2.0,4.0,2.0,2.5555555555555554,0.7407407407407407,2.0,57.0,166.0,109.0,87.33333333333333,40.44444444444444,57.0,0.93,3.98,3.05,3.1133333333333333,1.1555555555555557,3.98,1.0,2.0,1.0,1.7777777777777777,0.345679012345679,2.0,0.0,5.0,5.0,3.3333333333333335,2.2222222222222223,5.0,0.0,5.0,5.0,1.1111111111111112,1.728395061728395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,6.222222222222222,1.2098765432098766,7.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444444,1.0,0.0,5.0,5.0,1.1111111111111112,1.728395061728395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.0,1.5555555555555556,1.0,9.7075,29.2433333333,19.5358333333,12.129546615577778,3.803063715049384,9.7075,0.0,1.97,1.97,1.3133333333333337,0.8755555555555554,1.97,0.0,0.000310120689655,0.000310120689655,3.445785440611111e-05,6.125840783308641e-05,0.0,15.0,229.0,214.0,85.0,93.33333333333331,15.0,
Cr1F6Mo1,-6.31415427,11.3138,0.749903525,1.091,-2.7508989109,-0.00315475607929,Cr1 F6 Mo1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,42.0,33.0,15.0,9.0,9.0,49.0,93.0,44.0,82.125,16.3125,93.0,18.9984032,95.96,76.9615968,32.743314899999994,20.617367549999997,18.9984032,53.5,2896.0,2842.5,674.625,931.6875,53.5,6.0,17.0,11.0,14.25,4.125,17.0,2.0,5.0,3.0,2.625,0.9375,2.0,57.0,154.0,97.0,79.375,33.5625,57.0,1.66,3.98,2.3200000000000003,3.4625,0.7762500000000001,3.98,1.0,2.0,1.0,1.75,0.375,2.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,6.75,0.375,7.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.25,1.875,1.0,9.7075,15.69,5.9825,10.640625,1.3996875000000002,9.7075,0.0,1.97,1.97,1.4775,0.7387499999999999,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,229.0,214.0,68.5,80.25,15.0,
Cr1F7Na2Ni1,-5.23551830909,11.5068,0.454282681818,1.331,-2.7767718256,-0.0456513163787,Cr1 F7 Na2 Ni1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,28.0,19.0,12.454545454545457,4.925619834710744,9.0,2.0,93.0,91.0,69.54545454545455,29.851239669421492,93.0,18.9984032,58.6934,39.6949968,26.332532814545456,10.549897158347108,18.9984032,53.5,2180.0,2126.5,456.7490909090909,544.4548760330578,53.5,1.0,17.0,16.0,12.454545454545457,5.785123966942148,17.0,2.0,4.0,2.0,2.5454545454545454,0.6942148760330579,2.0,57.0,166.0,109.0,90.36363636363636,42.462809917355365,57.0,0.93,3.98,3.05,3.0263636363636364,1.2137190082644629,3.98,1.0,2.0,1.0,1.7272727272727273,0.396694214876033,2.0,0.0,5.0,5.0,3.1818181818181817,2.3140495867768593,5.0,0.0,8.0,8.0,1.181818181818182,1.9338842975206612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,6.090909090909091,1.8677685950413223,7.0,0.0,1.0,1.0,0.2727272727272727,0.396694214876033,0.0,0.0,1.0,1.0,0.6363636363636364,0.4628099173553719,1.0,0.0,5.0,5.0,0.6363636363636364,1.0413223140495866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,1.5454545454545454,0.8925619834710744,1.0,9.7075,29.2433333333,19.5358333333,13.44992424241818,5.743057851229751,9.7075,0.0,1.97,1.97,1.2536363636363637,0.9117355371900828,1.97,0.0,0.5953947,0.5953947,0.0541267909090909,0.098412347107438,0.0,15.0,229.0,214.0,92.45454545454544,98.57851239669422,15.0,
Cr1F8H2K2,-4.92886637923,11.8575,0.153963426923,0.282,-2.67525164905,-0.0584989870079,Cr1 F8 H2 K2,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,24.0,23.0,10.461538461538462,4.710059171597634,9.0,3.0,93.0,90.0,75.61538461538461,26.43786982248521,93.0,1.00794,51.9961,50.98816,21.861215815384615,9.939854239053258,18.9984032,14.01,2180.0,2165.99,254.54461538461535,321.45017751479287,53.5,1.0,17.0,16.0,11.23076923076923,7.10059171597633,17.0,1.0,4.0,3.0,2.3076923076923075,0.7810650887573964,2.0,31.0,203.0,172.0,81.76923076923077,46.10650887573965,57.0,0.82,3.98,3.16,3.0415384615384613,1.1550295857988166,3.98,1.0,2.0,1.0,1.6153846153846154,0.4733727810650888,2.0,0.0,5.0,5.0,3.076923076923077,2.366863905325443,5.0,0.0,5.0,5.0,0.3846153846153846,0.7100591715976332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,5.076923076923077,2.5088757396449703,7.0,0.0,1.0,1.0,0.3846153846153846,0.4733727810650888,0.0,0.0,1.0,1.0,0.6153846153846154,0.4733727810650888,1.0,0.0,5.0,5.0,0.3846153846153846,0.7100591715976332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,1.3846153846153846,0.7100591715976331,1.0,6.615,73.1066666667,66.4916666667,19.099487179492307,16.617593688371596,9.7075,0.0,7.853,7.853,2.4204615384615384,1.6715502958579882,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,229.0,214.0,91.92307692307692,94.67455621301777,15.0,
Cr1F8H2Na2,-4.89770529462,9.74292,0.153847092308,1.373,-2.62332177545,-0.0431346783029,Cr1 F8 H2 Na2,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,24.0,23.0,9.23076923076923,2.8165680473372774,9.0,2.0,93.0,91.0,75.46153846153847,26.67455621301775,93.0,1.00794,51.9961,50.98816,19.38298032,6.127184246153849,18.9984032,14.01,2180.0,2165.99,259.8276923076923,329.5779881656805,53.5,1.0,17.0,16.0,11.23076923076923,7.10059171597633,17.0,1.0,4.0,3.0,2.1538461538461537,0.544378698224852,2.0,31.0,166.0,135.0,76.07692307692308,37.349112426035504,57.0,0.93,3.98,3.05,3.0584615384615383,1.1342011834319523,3.98,1.0,2.0,1.0,1.6153846153846154,0.4733727810650888,2.0,0.0,5.0,5.0,3.076923076923077,2.366863905325443,5.0,0.0,5.0,5.0,0.3846153846153846,0.7100591715976332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,5.076923076923077,2.5088757396449703,7.0,0.0,1.0,1.0,0.3846153846153846,0.4733727810650888,0.0,0.0,1.0,1.0,0.6153846153846154,0.4733727810650888,1.0,0.0,5.0,5.0,0.3846153846153846,0.7100591715976332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,1.3846153846153846,0.7100591715976331,1.0,6.615,29.2433333333,22.6283333333,12.351282051276922,5.197554240622485,9.7075,0.0,7.853,7.853,2.4204615384615384,1.6715502958579882,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,229.0,214.0,91.92307692307692,94.67455621301777,15.0,
Cr1I3Rb1,-3.7844216385,40.0014,0.80154398,0.242,-0.891103594174,0.0114064631506,Cr1 I3 Rb1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24.0,53.0,29.0,44.0,10.8,53.0,4.0,96.0,92.0,68.2,33.36,96.0,51.9961,126.90447,74.90837,103.635462,27.922809600000004,126.90447,312.46,2180.0,1867.54,730.6020000000001,579.7592000000002,386.85,1.0,17.0,16.0,11.6,6.480000000000001,17.0,4.0,5.0,1.0,4.8,0.3200000000000001,5.0,139.0,220.0,81.0,155.2,25.919999999999995,139.0,0.82,2.66,1.8400000000000003,2.092,0.6816000000000001,2.66,1.0,2.0,1.0,1.6,0.48,2.0,0.0,5.0,5.0,3.0,2.4,5.0,0.0,10.0,10.0,7.0,3.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,11.6,6.480000000000001,17.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,1.0,1.0,0.6,0.4800000000000001,1.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.0,1.6,1.0,11.19,90.7225,79.5325,46.191500000000005,17.812400000000004,43.015,0.0,1.062,1.062,0.6372,0.50976,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,130.0,79.2,64.0,
Cr1In2O4,-6.16778858286,13.2426,0.57148515,0.214,-1.86482351484,0.147879821156,Cr1 In2 O4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,49.0,41.0,22.0,16.0,8.0,49.0,87.0,38.0,78.14285714285714,10.122448979591836,87.0,15.9994,114.818,98.8186,49.37567142857142,38.144310204081634,15.9994,54.8,2180.0,2125.2,465.5285714285714,489.8489795918367,54.8,6.0,16.0,10.0,13.714285714285714,2.6122448979591835,16.0,2.0,5.0,3.0,3.142857142857143,1.3061224489795915,2.0,66.0,142.0,76.0,98.14285714285714,36.73469387755102,66.0,1.66,3.44,1.78,2.7114285714285713,0.8326530612244898,3.44,1.0,2.0,1.0,1.8571428571428572,0.2448979591836734,2.0,0.0,4.0,4.0,2.5714285714285716,1.6326530612244898,4.0,0.0,10.0,10.0,3.5714285714285716,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,8.0,2.857142857142857,6.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,5.0,5.0,2.5714285714285716,1.3877551020408163,2.0,0.0,5.0,5.0,0.7142857142857143,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.4285714285714284,1.6326530612244898,2.0,9.105,24.26,15.155,13.732857142857142,6.015510204081633,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,79.28571428571429,76.89795918367346,12.0,
